#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	probability	(F9.2)	Probability that master source and user source are a match	(cross_match.probability)	[""]	[stat.probability]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	sat_src_flag	(A5)	Source is saturated in all observations; source properties are unreliable	(master_source.sat_src_flag)	[""]	[]
#Column	streak_src_flag	(A5)	Source is located on an ACIS readout streak in all observations; source properties may be affected	(master_source.streak_src_flag)	[""]	[]
#Column	flux_aper_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_hilim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_lolim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_hilim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_avg_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_lolim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_avg_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_hilim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_avg_hilim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events; HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_avg_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_lolim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% lower confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_avg_lolim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_hilim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% upper confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_avg_hilim_w)	["erg/s/cm^2"]	[]
usrid	separation	probability	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	conf_flag	sat_src_flag	streak_src_flag	flux_aper_b	flux_aper_lolim_b	flux_aper_hilim_b	flux_aper_w	flux_aper_lolim_w	flux_aper_hilim_w	flux_aper_avg_b	flux_aper_avg_lolim_b	flux_aper_avg_hilim_b	flux_aper_avg_w	flux_aper_avg_lolim_w	flux_aper_avg_hilim_w
     29	     0.15	     0.75	 2CXO J140337.3+393633	 14 03 37.36	+39 36 33.04	     1.15	     0.93	     64.3	     5.97	                TRUE	FALSE	FALSE	FALSE	1.885e-13	1.566e-13	2.203e-13	         	         	         	1.885e-13	1.566e-13	2.203e-13	         	         	         
    133	     0.87	     0.08	 2CXO J140415.6+540947	 14 04 15.62	+54 09 47.30	     1.20	     1.06	    158.0	    13.93	                TRUE	 TRUE	FALSE	FALSE	4.000e-14	3.371e-14	4.585e-14	         	         	         	         	         	         	         	         	         
    200	     1.48	     0.54	 2CXO J140437.3+543604	 14 04 37.33	+54 36 04.49	     5.92	     3.29	     80.2	     6.80	                TRUE	 TRUE	FALSE	FALSE	0.000e+00	0.000e+00	1.925e-14	         	         	         	2.476e-14	1.045e-14	3.851e-14	         	         	         
    285	     0.95	     0.08	 2CXO J140504.8+541942	 14 05 04.84	+54 19 42.45	     1.34	     1.06	    102.2	    13.99	                TRUE	 TRUE	FALSE	FALSE	2.712e-14	2.426e-14	2.982e-14	         	         	         	2.616e-14	2.339e-14	2.875e-14	         	         	         
    310	     0.32	     0.51	 2CXO J140515.3+542317	 14 05 15.30	+54 23 17.53	     1.19	     0.96	    101.3	    11.41	                TRUE	 TRUE	FALSE	FALSE	6.605e-14	5.701e-14	7.453e-14	         	         	         	         	         	         	         	         	         
    450	     0.57	     0.43	 2CXO J140555.4+222154	 14 05 55.47	+22 21 54.37	     1.78	     1.33	     49.6	     5.09	                TRUE	FALSE	FALSE	FALSE	1.100e-13	6.959e-14	1.482e-13	         	         	         	7.967e-14	6.491e-14	9.442e-14	         	         	         
    473	     0.12	     0.73	 2CXO J140601.3+223020	 14 06 01.39	+22 30 20.88	     0.83	     0.78	    117.9	     4.51	                TRUE	FALSE	FALSE	FALSE	3.492e-14	2.942e-14	4.041e-14	         	         	         	3.492e-14	2.942e-14	4.041e-14	         	         	         
    745	     0.20	     0.68	 2CXO J140728.9+645223	 14 07 28.99	+64 52 23.34	     1.21	     0.90	     47.0	     3.94	                TRUE	FALSE	FALSE	FALSE	4.970e-14	3.650e-14	6.213e-14	         	         	         	4.970e-14	3.650e-14	6.213e-14	         	         	         
    916	     0.26	     0.39	 2CXO J140821.0+562613	 14 08 21.04	+56 26 13.42	     0.75	     0.73	     32.4	     8.54	                TRUE	FALSE	FALSE	FALSE	5.055e-14	4.460e-14	5.617e-14	         	         	         	5.055e-14	4.460e-14	5.617e-14	         	         	         
    941	     0.22	     0.52	 2CXO J140830.7+563037	 14 08 30.71	+56 30 37.26	     0.83	     0.74	     82.8	     6.03	                TRUE	FALSE	FALSE	FALSE	2.730e-14	2.274e-14	3.185e-14	         	         	         	2.730e-14	2.274e-14	3.185e-14	         	         	         
   1008	     0.72	     0.43	 2CXO J140849.4+545849	 14 08 49.47	+54 58 49.57	     2.21	     1.84	     50.0	     5.98	                TRUE	FALSE	FALSE	FALSE	3.858e-14	3.041e-14	4.629e-14	         	         	         	3.858e-14	3.041e-14	4.629e-14	         	         	         
   1146	     0.32	     0.71	 2CXO J140934.6+414251	 14 09 34.64	+41 42 51.80	     2.06	     1.41	     92.7	     3.82	                TRUE	FALSE	FALSE	FALSE	2.786e-14	2.022e-14	3.505e-14	         	         	         	2.786e-14	2.022e-14	3.505e-14	         	         	         
   1154	     0.29	     0.57	 2CXO J140937.1+545306	 14 09 37.11	+54 53 06.64	     1.26	     1.00	     44.1	     5.09	                TRUE	FALSE	FALSE	FALSE	2.876e-14	2.267e-14	3.485e-14	         	         	         	2.876e-14	2.267e-14	3.485e-14	         	         	         
   1190	     1.01	     0.27	 2CXO J140953.5+413926	 14 09 53.52	+41 39 26.36	     2.27	     1.49	     48.1	     2.61	                TRUE	FALSE	FALSE	FALSE	1.224e-14	7.450e-15	1.703e-14	         	         	         	1.224e-14	7.450e-15	1.703e-14	         	         	         
   1234	     0.33	     0.48	 2CXO J141014.8+135349	 14 10 14.80	+13 53 49.81	     1.14	     1.14	      0.0	     6.68	                TRUE	FALSE	FALSE	FALSE	1.637e-13	1.389e-13	1.885e-13	         	         	         	1.637e-13	1.389e-13	1.885e-13	         	         	         
   1235	     0.35	     0.45	 2CXO J141014.9+545722	 14 10 14.98	+54 57 22.50	     1.12	     0.88	    151.4	     3.20	                TRUE	FALSE	FALSE	FALSE	4.738e-15	3.187e-15	6.288e-15	         	         	         	4.738e-15	3.187e-15	6.288e-15	         	         	         
   1336	     1.25	     0.06	 2CXO J141101.5+122153	 14 11 01.59	+12 21 53.92	     1.61	     1.14	      3.0	     2.92	                TRUE	FALSE	FALSE	FALSE	8.405e-15	5.274e-15	1.137e-14	         	         	         	8.405e-15	5.274e-15	1.137e-14	         	         	         
   1397	     0.31	     0.36	 2CXO J141120.8+573506	 14 11 20.85	+57 35 06.20	     0.84	     0.78	    146.7	     2.91	                TRUE	FALSE	FALSE	FALSE	1.178e-14	7.537e-15	1.578e-14	         	         	         	1.178e-14	7.537e-15	1.578e-14	         	         	         
   1418	     0.67	     0.45	 2CXO J141131.5+573904	 14 11 31.51	+57 39 04.07	     2.15	     1.22	    141.8	     3.64	                TRUE	FALSE	FALSE	FALSE	1.061e-14	5.569e-15	1.565e-14	         	         	         	1.061e-14	5.569e-15	1.565e-14	         	         	         
   1854	     0.93	     0.07	 2CXO J141413.3+360911	 14 14 13.33	+36 09 11.80	     1.25	     0.91	      6.4	    20.10	                TRUE	FALSE	FALSE	FALSE	4.509e-14	4.052e-14	4.966e-14	         	         	         	4.107e-14	3.775e-14	4.420e-14	         	         	         
